198,8/6/21 0:10,10.761,,,,
199,8/6/21 1:10,10.418,,,,
200,8/6/21 2:10,10.173,,,,
201,8/6/21 3:10,9.928,,,,
202,8/6/21 4:10,9.632,,,,
203,8/6/21 5:10,9.509,,,,
204,8/6/21 6:10,9.336,,,,
205,8/6/21 7:10,9.163,,,,
206,8/6/21 8:10,9.064,,,,
207,8/6/21 9:10,8.916,,,,
208,8/6/21 10:10,8.866,,,,
209,8/6/21 11:10,9.015,,,,
210,8/6/21 12:10,9.287,,,,
211,8/6/21 13:10,10.026,,,,
212,8/6/21 14:10,10.907,,,,
213,8/6/21 15:10,10.907,,,,
214,8/6/21 16:10,10.394,,,,
215,8/6/21 17:10,9.262,,,,
216,8/6/21 18:10,8.841,,,,
217,8/6/21 19:10,8.568,,,,
218,8/6/21 20:10,8.394,,,,
219,8/6/21 21:10,8.145,,,,
220,8/6/21 22:10,7.82,,,,
221,8/6/21 23:10,7.594,9.371916667,,,
222,8/7/21 0:10,7.318,,,,
223,8/7/21 1:10,7.192,,,,
224,8/7/21 2:10,6.94,,,,
225,8/7/21 3:10,6.737,,,,
226,8/7/21 4:10,6.611,,,,
227,8/7/21 5:10,6.433,,,,
228,8/7/21 6:10,6.281,,,,
229,8/7/21 7:10,6.179,,,,
230,8/7/21 8:10,6.23,,,,
231,8/7/21 9:10,6.687,,,,
232,8/7/21 10:10,7.87,,,,
233,8/7/21 11:10,9.262,,,,
234,8/7/21 12:10,10.712,,,,
235,8/7/21 13:10,11.88,,,,
236,8/7/21 14:10,12.63,,,,
237,8/7/21 15:10,13.064,,,,
238,8/7/21 16:10,12.799,,,,
239,8/7/21 17:10,13.112,,,,
240,8/7/21 18:10,12.727,,,,
241,8/7/21 19:10,11.783,,,,
242,8/7/21 20:10,11.029,,,,
243,8/7/21 21:10,10.418,,,,
244,8/7/21 22:10,9.854,,,,
245,8/7/21 23:10,9.386,9.29725,,,
246,8/8/21 0:10,8.965,,,,
247,8/8/21 1:10,8.593,,,,
248,8/8/21 2:10,8.27,,,,
249,8/8/21 3:10,7.995,,,,
250,8/8/21 4:10,7.77,,,,
251,8/8/21 5:10,7.544,,,,
252,8/8/21 6:10,7.343,,,,
253,8/8/21 7:10,7.192,,,,
254,8/8/21 8:10,7.116,,,,
255,8/8/21 9:10,7.444,,,,
256,8/8/21 10:10,8.618,,,,
257,8/8/21 11:10,9.977,,,,
258,8/8/21 12:10,11.127,,,,
259,8/8/21 13:10,12.195,,,,
260,8/8/21 14:10,13.233,,,,
261,8/8/21 15:10,13.497,,,,
262,8/8/21 16:10,13.642,,,,
263,8/8/21 17:10,13.57,,,,
264,8/8/21 18:10,13.257,,,,
265,8/8/21 19:10,12.558,,,,
266,8/8/21 20:10,11.88,,,,
267,8/8/21 21:10,11.273,,,,
268,8/8/21 22:10,10.81,,,,
269,8/8/21 23:10,10.443,10.17966667,,,
270,8/9/21 0:10,10.173,,,,
271,8/9/21 1:10,9.903,,,,
272,8/9/21 2:10,9.509,,,,
273,8/9/21 3:10,9.015,,,,
274,8/9/21 4:10,8.543,,,,
275,8/9/21 5:10,8.145,,,,
276,8/9/21 6:10,7.77,,,,
277,8/9/21 7:10,7.444,,,,
278,8/9/21 8:10,7.217,,,,
279,8/9/21 9:10,7.368,,,,
280,8/9/21 10:10,8.394,,,,
281,8/9/21 11:10,9.682,,,,
282,8/9/21 12:10,10.932,,,,
283,8/9/21 13:10,12.122,,,,
284,8/9/21 14:10,13.064,,,,
285,8/9/21 15:10,13.714,,,,
286,8/9/21 16:10,13.954,,,,
287,8/9/21 17:10,13.762,,,,
288,8/9/21 18:10,13.377,,,,
289,8/9/21 19:10,12.316,,,,
290,8/9/21 20:10,11.443,,,,
291,8/9/21 21:10,10.785,,,,
292,8/9/21 22:10,10.173,,,,
293,8/9/21 23:10,9.657,10.35258333,,,
294,8/10/21 0:10,9.163,,,,
295,8/10/21 1:10,8.717,,,,
296,8/10/21 2:10,8.295,,,,
297,8/10/21 3:10,7.92,,,,
298,8/10/21 4:10,7.594,,,,
299,8/10/21 5:10,7.268,,,,
300,8/10/21 6:10,6.99,,,,
301,8/10/21 7:10,6.737,,,,
302,8/10/21 8:10,6.585,,,,
303,8/10/21 9:10,6.737,,,,
304,8/10/21 10:10,7.87,,,,
305,8/10/21 11:10,9.163,,,,
306,8/10/21 12:10,10.492,,,,
307,8/10/21 13:10,11.686,,,,
308,8/10/21 14:10,12.654,,,,
309,8/10/21 15:10,13.425,,,,
310,8/10/21 16:10,13.666,,,,
311,8/10/21 17:10,13.425,,,,
312,8/10/21 18:10,13.185,,,,
313,8/10/21 19:10,12.558,,,,
314,8/10/21 20:10,11.977,,,,
315,8/10/21 21:10,11.394,,,,
316,8/10/21 22:10,10.81,,,,
317,8/10/21 23:10,10.32,9.942958333,,,
318,8/11/21 0:10,9.854,,,,
319,8/11/21 1:10,9.435,,,,
320,8/11/21 2:10,9.089,,,,
321,8/11/21 3:10,8.792,,,,
322,8/11/21 4:10,8.494,,,,
323,8/11/21 5:10,8.245,,,,
324,8/11/21 6:10,8.02,,,,
325,8/11/21 7:10,7.795,,,,
326,8/11/21 8:10,7.67,,,,
327,8/11/21 9:10,7.795,,,,
328,8/11/21 10:10,8.841,,,,
329,8/11/21 11:10,10.075,,,,
330,8/11/21 12:10,11.492,,,,
331,8/11/21 13:10,12.823,,,,
332,8/11/21 14:10,13.834,,,,
333,8/11/21 15:10,14.864,,,,
334,8/11/21 16:10,15.366,,,,
335,8/11/21 17:10,15.366,,,,
336,8/11/21 18:10,15.127,,,,
337,8/11/21 19:10,14.314,,,,
