8/8/21 0:13,2.262,,,,,
8/8/21 1:13,2.262,,,,,
8/8/21 2:13,2.262,,,,,
8/8/21 3:13,2.262,,,,,
8/8/21 4:13,2.262,,,,,
8/8/21 5:13,2.262,,,,,
8/8/21 6:13,2.262,,,,,
8/8/21 7:13,2.262,,,,,
8/8/21 8:13,2.262,,,,,
8/8/21 9:13,2.289,,,,,
8/8/21 10:13,2.316,,,,,
8/8/21 11:13,2.316,,,,,
8/8/21 12:13,2.316,,,,,
8/8/21 13:13,2.343,,,,,
8/8/21 14:13,2.316,,,,,
8/8/21 15:13,2.343,,,,,
8/8/21 16:13,2.316,,,,,
8/8/21 17:13,2.316,,,,,
8/8/21 18:13,2.289,,,,,
8/8/21 19:13,2.289,,,,,
8/8/21 20:13,2.289,,,,,
8/8/21 21:13,2.262,,,,,
8/8/21 22:13,2.289,,,,,
8/8/21 23:13,2.262,2.287875,,,,
8/9/21 0:13,2.262,,,,,
8/9/21 1:13,2.262,,,,,
8/9/21 2:13,2.262,,,,,
8/9/21 3:13,2.262,,,,,
8/9/21 4:13,2.262,,,,,
8/9/21 5:13,2.262,,,,,
8/9/21 6:13,2.262,,,,,
8/9/21 7:13,2.262,,,,,
8/9/21 8:13,2.262,,,,,
8/9/21 9:13,2.289,,,,,
8/9/21 10:13,2.289,,,,,
8/9/21 11:13,2.316,,,,,
8/9/21 12:13,2.343,,,,,
8/9/21 13:13,2.343,,,,,
8/9/21 14:13,2.343,,,,,
8/9/21 15:13,2.343,,,,,
8/9/21 16:13,2.316,,,,,
8/9/21 17:13,2.316,,,,,
8/9/21 18:13,2.289,,,,,
8/9/21 19:13,2.289,,,,,
8/9/21 20:13,2.262,,,,,
8/9/21 21:13,2.262,,,,,
8/9/21 22:13,2.262,,,,,
8/9/21 23:13,2.262,2.28675,,,,
8/10/21 0:13,2.262,,,,,
8/10/21 1:13,2.262,,,,,
8/10/21 2:13,2.262,,,,,
8/10/21 3:13,2.262,,,,,
8/10/21 4:13,2.262,,,,,
8/10/21 5:13,2.262,,,,,
8/10/21 6:13,2.262,,,,,
8/10/21 7:13,2.262,,,,,
8/10/21 8:13,2.262,,,,,
8/10/21 9:13,2.289,,,,,
8/10/21 10:13,2.316,,,,,
8/10/21 11:13,2.316,,,,,
8/10/21 12:13,2.343,,,,,
8/10/21 13:13,2.343,,,,,
8/10/21 14:13,2.343,,,,,
8/10/21 15:13,2.343,,,,,
8/10/21 16:13,2.316,,,,,
8/10/21 17:13,2.316,,,,,
8/10/21 18:13,2.316,,,,,
8/10/21 19:13,2.289,,,,,
8/10/21 20:13,2.262,,,,,
8/10/21 21:13,2.262,,,,,
8/10/21 22:13,2.262,,,,,
8/10/21 23:13,2.262,2.289,,,,
8/11/21 0:13,2.262,,,,,
8/11/21 1:13,2.262,,,,,
8/11/21 2:13,2.262,,,,,
8/11/21 3:13,2.262,,,,,
8/11/21 4:13,2.262,,,,,
8/11/21 5:13,2.262,,,,,
8/11/21 6:13,2.262,,,,,
8/11/21 7:13,2.262,,,,,
8/11/21 8:13,2.262,,,,,
8/11/21 9:13,2.289,,,,,
8/11/21 10:13,2.316,,,,,
8/11/21 11:13,2.343,,,,,
8/11/21 12:13,2.316,,,,,
8/11/21 13:13,2.343,,,,,
8/11/21 14:13,2.37,,,,,
8/11/21 15:13,2.343,,,,,
8/11/21 16:13,2.343,,,,,
8/11/21 17:13,2.316,,,,,
8/11/21 18:13,2.316,,,,,
8/11/21 19:13,2.289,,,,,
8/11/21 20:13,2.289,,,,,
8/11/21 21:13,2.289,,,,,
8/11/21 22:13,2.262,,,,,
8/11/21 23:13,2.262,2.2935,,,,
8/12/21 0:13,2.262,,,,,
8/12/21 1:13,2.262,,,,,
8/12/21 2:13,2.262,,,,,
8/12/21 3:13,2.262,,,,,
8/12/21 4:13,2.262,,,,,
8/12/21 5:13,2.262,,,,,
8/12/21 6:13,2.262,,,,,
8/12/21 7:13,2.262,,,,,
8/12/21 8:13,2.262,,,,,
8/12/21 9:13,2.289,,,,,
8/12/21 10:13,2.316,,,,,
8/12/21 11:13,2.343,,,,,
8/12/21 12:13,2.37,,,,,
8/12/21 13:13,2.37,,,,,
8/12/21 14:13,2.37,,,,,
8/12/21 15:13,2.37,,,,,
8/12/21 16:13,2.37,,,,,
8/12/21 17:13,2.343,,,,,
8/12/21 18:13,2.316,,,,,
8/12/21 19:13,2.316,,,,,
8/12/21 20:13,2.289,,,,,
8/12/21 21:13,2.289,,,,,
8/12/21 22:13,2.289,,,,,
8/12/21 23:13,2.289,2.303625,,,,
8/13/21 0:13,2.289,,,,,
8/13/21 1:13,2.289,,,,,
8/13/21 2:13,2.289,,,,,
8/13/21 3:13,2.289,,,,,
8/13/21 4:13,2.289,,,,,
8/13/21 5:13,2.289,,,,,
8/13/21 6:13,2.289,,,,,
8/13/21 7:13,2.289,,,,,
8/13/21 8:13,2.289,,,,,
8/13/21 9:13,2.316,,,,,
8/13/21 10:13,2.343,,,,,
8/13/21 11:13,2.37,,,,,
8/13/21 12:13,2.396,,,,,
8/13/21 13:13,2.37,,,,,
8/13/21 14:13,2.396,,,,,
8/13/21 15:13,2.396,,,,,
8/13/21 16:13,2.37,,,,,
8/13/21 17:13,2.37,,,,,
8/13/21 18:13,2.343,,,,,
8/13/21 19:13,2.316,,,,,
8/13/21 20:13,2.316,,,,,
8/13/21 21:13,2.316,,,,,
8/13/21 22:13,2.289,,,,,
8/13/21 23:13,2.289,2.324875,,,,
8/14/21 0:13,2.316,,,,,
8/14/21 1:13,2.289,,,,,
8/14/21 2:13,2.289,,,,,
8/14/21 3:13,2.289,,,,,
8/14/21 4:13,2.289,,,,,
8/14/21 5:13,2.289,,,,,
8/14/21 6:13,2.289,,,,,
8/14/21 7:13,2.289,,,,,
8/14/21 8:13,2.316,,,,,
8/14/21 9:13,2.316,,,,,
8/14/21 10:13,2.343,,,,,
8/14/21 11:13,2.37,,,,,
8/14/21 12:13,2.37,,,,,
8/14/21 13:13,2.396,,,,,
8/14/21 14:13,2.396,,,,,
8/14/21 15:13,2.423,,,,,
8/14/21 16:13,2.396,,,,,
8/14/21 17:13,2.396,,,,,
